UNIQUE ID,CENSUS YEAR,TRACT,BLOCK GROUP,FIPS ID,TOTAL POPULATION,POPULATION WHITE,POPULATION BLACK,POPULATION ASIAN,POPULATION OTHER,POPULATION AMERICAN INDIAN,POPULATION PACIFIC ISLANDER,POPULATION ONE RACE,POPULATION MULTI RACE,POPULATION 25 OLDER,MEDIAN AGE,MEDIAN HOUSEHOLD INCOME,HIGH SCHOOL MALE,HIGH SCHOOL MORE MALE,COLLEGE 1 YR LESS MALE,COLLEGE 1 YR MORE MALE,ASSOCIATES DEGREE MALE,BACHELORS DEGREE MALE,MASTERS DEGREE MALE,PROFESSIONAL DEGREE MALE,DOCTORAL DEGREE MALE,HIGH SCHOOL FEMALE,HIGH SCHOOL MORE FEMALE,COLLEGE 1 YR LESS FEMALE,COLLEGE 1 YR MORE FEMALE,ASSOCIATES DEGREE FEMALE,BACHELORS DEGREE FEMALE,MASTERS DEGREE FEMALE,PROFESSIONAL DEGREE FEMALE,DOCTORAL DEGREE FEMALE,PERCENT 25 YR OVER HIGH SCHOOL MORE,HOUSING UNITS,OCCUPIED HOUSING UNITS,OWNER OCCUPIED HOUSING,RENTER OCCUPIED HOUSING,PERCENT OWNER OCCUPIED,PERCENT RENTER OCCUPIED,MEDIAN HOUSE VALUE OWNER OCCUPIED,MEDIAN YEAR BUILT,VACANCY RATES
2000220330032023,2000,32.02,3,220330032023,1112,400,684,16,0,0,,,,770,36.9,45000,142,270,24,64,,34,6,,,205,357,43,86,16,7,,,,56%,398,399,323,76,81%,19%,$87000.00,1978,0%
2000220330033001,2000,33,1,220330033001,828,8,804,0,3,0,,,,538,40.9,28977,52,151,8,31,,28,32,,,72,240,6,54,6,28,55,9,10,47%,357,316,263,53,83%,17%,$73700.00,1963,7.1%
2000220330033002,2000,33,2,220330033002,977,2,960,0,7,0,,,,637,40.299999999999997,32212,56,191,,46,3,45,36,5,,34,238,15,46,,39,98,,6,44%,456,409,261,148,64%,36%,$81500.00,1961,8%
2000220330033003,2000,33,3,220330033003,732,4,725,0,0,0,,,,399,29,18750,53,81,18,5,,5,,,,69,134,5,33,6,6,15,,,29%,255,240,153,87,64%,36%,$45100.00,1962,22.2%
2000220330033004,2000,33,4,220330033004,1216,1,1212,0,0,0,,,,643,29.7,18897,127,182,,31,,12,12,,,126,229,28,47,,28,,,,34%,397,366,189,177,52%,48%,$46200.00,1963,13.3%
2000220330033005,2000,33,5,220330033005,774,14,751,0,0,5,,,,518,32,19659,83,131,9,24,,15,,,,79,169,31,43,,16,,,,39%,256,246,158,88,64%,36%,$40000.00,1968,5.6%
2000220330034001,2000,34,1,220330034001,802,112,684,3,2,0,,,,389,34.299999999999997,31771,59,153,17,37,,31,9,,,84,189,,39,33,14,19,,,43%,279,279,240,39,86%,14%,$77800.00,1972,28.6%
2000220330034002,2000,34,2,220330034002,539,9,526,0,1,0,,,,271,34,15357,46,74,3,25,,,,,,77,116,14,11,8,6,,,,35%,232,193,110,83,57%,43%,$45300.00,1959,9.800000000000001%
2000220330034003,2000,34,3,220330034003,1578,38,1522,0,1,2,,,,787,24.8,18239,100,174,14,35,10,,15,,,150,327,27,78,11,32,29,,,32%,557,516,312,204,60%,40%,$61200.00,1968,15.8%
2000220330034004,2000,34,4,220330034004,909,34,861,1,0,0,,,,539,29.7,16270,110,133,8,15,,,,,,73,172,20,51,,8,20,,,34%,339,305,209,96,69%,31%,$45500.00,1968,11.4%
2000220330034005,2000,34,5,220330034005,1419,93,1316,5,2,0,,,,784,30.3,30625,157,214,24,28,,5,,,,140,366,,39,47,99,41,,,41%,475,445,362,83,81%,19%,$53200.00,1962,17.399999999999999%
2000220330034006,2000,34,6,220330034006,1828,72,1743,2,1,1,,,,990,25,24932,139,282,,71,,72,,,,98,349,4,108,14,65,60,,,35%,578,545,345,200,63%,37%,$72100.00,1968,12.1%
2000220330035011,2000,35.01,1,220330035011,1456,301,1135,11,0,0,,,,871,37,50147,166,352,26,71,,57,21,11,,147,393,15,111,6,62,52,,,51%,520,470,445,25,95%,5%,$91100.00,1977,3.6%
2000220330035012,2000,35.01,2,220330035012,1756,584,910,216,22,1,,,,905,26.3,28438,126,298,17,89,7,53,,6,,184,361,21,61,19,52,8,7,9,38%,606,583,265,318,45%,55%,$87000.00,1972,11.1%
2000220330035041,2000,35.04,1,220330035041,1227,59,1156,3,0,1,,,,768,29.7,27981,113,254,6,80,,48,7,,,134,303,33,65,7,21,43,,,45%,410,408,342,66,84%,16%,$70200.00,1969,12.5%
2000220330035042,2000,35.04,2,220330035042,1008,25,970,1,0,0,,,,644,34.9,29352,96,180,12,32,10,18,12,,,154,328,39,54,,49,32,,,50%,312,295,228,67,77%,23%,$64600.00,1973,0%
2000220330035043,2000,35.04,3,220330035043,2254,74,2163,0,1,1,,,,1134,28.9,28578,192,369,27,111,22,11,,6,,182,515,116,104,11,75,27,,,39%,712,675,533,142,79%,21%,$64000.00,1973,6.3%
2000220330035044,2000,35.04,4,220330035044,2138,97,2034,1,0,4,,,,1017,25.6,27292,145,244,17,37,28,11,6,,,253,509,28,137,6,59,19,7,,35%,731,648,487,161,75%,25%,$54800.00,1971,11.3%
2000220330035051,2000,35.05,1,220330035051,747,175,561,0,1,1,,,,452,33.1,35313,79,165,17,51,,14,4,,,103,173,18,7,12,22,4,,7,45%,251,244,195,49,80%,20%,$65200.00,1970,20%
2000220330035052,2000,35.05,2,220330035052,1537,113,1396,9,4,1,,,,800,25.3,20781,109,197,17,35,,30,6,,,202,378,12,52,6,69,37,,,37%,523,529,308,221,58%,42%,$56400.00,1968,4.5%
2000220330035053,2000,35.05,3,220330035053,944,316,603,4,15,1,,,,562,33.799999999999997,32159,86,204,30,49,24,9,6,,,76,204,21,31,,58,12,,6,43%,362,318,255,63,80%,20%,$73500.00,1965,7.7%
2000220330035054,2000,35.05,4,220330035054,1305,385,870,13,21,4,,,,759,30.2,32273,141,299,26,65,11,56,,,,145,302,27,47,4,58,21,,,46%,483,446,221,225,50%,50%,$69700.00,1966,3.4%
2000220330035061,2000,35.06,1,220330035061,1678,471,1088,94,4,5,,,,1085,32.799999999999997,56014,160,462,39,110,17,123,13,,,160,513,54,105,12,154,28,,,58%,556,551,525,26,95%,5%,$101600.00,1975,0%
2000220330035062,2000,35.06,2,220330035062,913,413,480,10,4,0,,,,601,40.5,40040,131,237,7,37,18,30,14,,,83,271,57,30,21,61,19,,,56%,347,341,321,20,94%,6%,$96800.00,1974,0%
2000220330035063,2000,35.06,3,220330035063,1004,399,576,24,1,0,,,,623,35.799999999999997,43393,13,249,60,99,,50,27,,,103,325,33,87,,69,33,,,57%,397,382,373,9,98%,2%,$87900.00,1979,28.6%
2000220330035064,2000,35.06,4,220330035064,2299,817,1421,36,8,0,,,,1456,31.6,30417,199,433,30,81,,115,8,,,242,730,95,164,9,155,52,13,,51%,1043,1049,483,566,46%,54%,$78000.00,1969,14.3%
2000220330035065,2000,35.06,5,220330035065,962,380,528,48,0,0,,,,590,37.299999999999997,48239,89,286,23,94,14,38,8,20,,108,225,25,13,10,37,32,,,53%,339,300,279,21,93%,7%,$95800.00,1967,0%
2000220330035071,2000,35.07,1,220330035071,560,455,93,2,0,5,,,,312,38.299999999999997,33295,47,114,15,30,,6,5,11,,66,146,22,24,,16,18,,,46%,220,184,164,20,89%,11%,$82900.00,1974,0%
2000220330035072,2000,35.07,2,220330035072,659,516,126,8,5,2,,,,383,34.4,41161,68,140,5,45,,11,11,,,89,173,19,27,13,25,,,,47%,258,210,169,41,80%,20%,$77600.00,1965,27.3%
2000220330035073,2000,35.07,3,220330035073,1781,281,1453,27,6,2,,,,1092,33.1,55750,123,442,58,149,7,80,21,4,,123,547,67,145,20,115,63,14,,56%,580,612,589,23,96%,4%,$90000.00,1978,22.2%
2000220330035074,2000,35.07,4,220330035074,1763,369,1369,10,3,2,,,,1071,30,45461,162,451,25,130,27,84,23,,,139,548,35,134,,166,61,7,6,57%,612,624,597,27,96%,4%,$88700.00,1984,9.1%
2000220330036011,2000,36.01,1,220330036011,683,361,230,87,2,0,,,,398,41.1,42273,44,150,,51,,48,7,,,83,154,11,31,7,22,,,,45%,237,206,206,,100%,,$99700.00,1974,0%
2000220330036012,2000,36.01,2,220330036012,793,502,197,80,4,1,,,,556,43.4,59453,87,239,19,59,31,27,16,,,110,271,22,61,5,59,14,,,64%,300,280,235,45,84%,16%,$97500.00,1966,25%
2000220330036013,2000,36.01,3,220330036013,926,673,182,46,8,1,,,,723,42.5,38482,54,267,50,90,,59,7,7,,108,278,18,79,,36,28,9,,59%,505,450,288,162,64%,36%,$97900.00,1964,18.600000000000001%
2000220330036014,2000,36.01,4,220330036014,905,539,279,41,10,2,,,,625,34,39764,107,279,33,31,,74,27,7,,102,263,30,58,6,46,16,5,,60%,522,450,241,209,54%,46%,$94900.00,1969,7.9%
2000220330036031,2000,36.03,1,220330036031,1462,788,626,21,3,2,,,,745,28.8,25273,140,222,19,24,,25,14,,,162,371,34,124,19,8,14,10,,41%,576,562,270,292,48%,52%,$68700.00,1966,23.8%
2000220330036032,2000,36.03,2,220330036032,1402,1089,215,48,28,2,,,,969,36.299999999999997,30915,123,407,10,141,20,85,15,13,,234,385,38,61,6,36,4,6,,56%,674,651,315,336,48%,52%,$62900.00,1968,21.3%
2000220330036041,2000,36.04,1,220330036041,772,299,450,10,7,1,,,,464,29.3,22045,84,184,25,29,39,7,,,,82,208,28,59,13,19,,7,,51%,372,309,99,210,32%,68%,$60600.00,1971,1.9%
2000220330036042,2000,36.04,2,220330036042,1459,77,1353,11,1,2,,,,481,22.2,16935,52,159,,57,8,28,14,,,104,233,18,51,42,9,9,,,27%,557,541,,541,,100%,$0.00,1975,3.8%
2000220330036043,2000,36.04,3,220330036043,1167,191,917,51,2,0,,,,674,24.8,31494,137,271,,75,13,46,,,,146,341,10,99,8,51,14,,13,52%,430,407,192,215,47%,53%,$72500.00,1976,3.1%
2000220330036044,2000,36.04,4,220330036044,1405,525,726,142,0,1,,,,820,29.3,32143,126,275,16,79,12,42,,,,144,367,46,97,51,29,,,,46%,559,525,342,183,65%,35%,$75300.00,1970,13.3%
2000220330036045,2000,36.04,5,220330036045,1512,199,625,637,28,3,,,,885,26.7,25378,40,204,33,119,,12,,,,130,286,15,53,7,56,25,,,32%,463,434,167,267,38%,62%,$74400.00,1970,10%
2000220330037011,2000,37.01,1,220330037011,1751,1451,252,16,4,11,,,,1206,40.700000000000003,41333,153,478,,107,,100,89,29,,187,660,64,151,8,186,64,,,65%,872,822,593,229,72%,28%,$106300.00,1967,15.2%
2000220330037012,2000,37.01,2,220330037012,764,723,29,8,0,0,,,,566,42.4,61442,28,253,26,62,20,96,8,13,,107,292,17,35,36,55,33,,9,71%,356,354,262,92,74%,26%,$133100.00,1958,0%
2000220330037013,2000,37.01,3,220330037013,765,686,30,39,2,0,,,,548,41.4,44816,75,259,4,65,9,50,46,10,,63,267,9,88,7,55,45,,,69%,311,302,263,39,87%,13%,$108500.00,1957,6.7%
2000220330037014,2000,37.01,4,220330037014,1240,1051,51,97,4,1,,,,838,43.6,52000,34,329,7,76,,146,36,30,,46,432,17,126,,175,59,9,,61%,511,495,403,92,81%,19%,$136400.00,1971,22.2%
2000220330037015,2000,37.01,5,220330037015,1312,1248,41,17,0,3,,,,1026,46.2,71792,38,469,8,74,10,182,88,69,,126,488,34,145,19,100,64,,,73%,526,517,506,11,98%,2%,$143700.00,1967,14.3%
2000220330037021,2000,37.02,1,220330037021,888,822,44,22,0,0,,,,647,47.4,65125,79,286,32,58,7,98,12,,,79,303,40,90,10,66,11,7,,66%,312,294,284,10,97%,3%,$124700.00,1968,12.5%
2000220330037022,2000,37.02,2,220330037022,1201,928,214,30,8,0,,,,908,43.4,38523,69,335,9,89,22,110,32,4,,198,505,23,99,25,100,40,17,3,70%,553,471,242,229,51%,49%,$130600.00,1972,16.3%
2000220330037023,2000,37.02,3,220330037023,1367,1255,47,36,7,5,,,,997,45.9,52917,88,346,24,70,7,120,37,,,167,538,81,99,20,103,68,,,65%,577,578,527,51,91%,9%,$115800.00,1973,20%
2000220330037031,2000,37.03,1,220330037031,1094,893,117,66,0,2,,,,665,40,60904,9,244,,102,23,69,25,16,,102,356,41,70,15,120,8,,,55%,453,427,365,62,85%,15%,$118100.00,1976,8.699999999999999%
2000220330037032,2000,37.03,2,220330037032,1253,1105,67,52,14,0,,,,861,41.6,50000,81,361,23,96,7,127,27,,,152,431,31,86,35,69,50,8,,63%,520,497,455,42,92%,8%,$116600.00,1968,18.2%
2000220330037033,2000,37.03,3,220330037033,1014,885,82,43,1,2,,,,719,44.8,59926,103,320,20,108,7,39,22,21,,107,295,10,56,,76,46,,,61%,343,333,302,31,91%,9%,$110500.00,1964,12.5%
2000220330037034,2000,37.03,4,220330037034,1071,998,25,37,5,0,,,,720,45.7,72188,45,313,,79,7,145,29,8,,105,346,30,82,20,102,7,,,62%,416,413,372,41,90%,10%,$137200.00,1964,25%
2000220330037035,2000,37.03,5,220330037035,1386,1305,29,32,3,5,,,,1091,48.1,65109,39,454,13,105,8,182,83,24,,147,580,35,125,15,154,71,33,,75%,551,535,518,17,97%,3%,$150000.00,1972,0%
2000220330038011,2000,38.01,1,220330038011,730,704,18,2,0,0,,,,581,45.4,97731,,236,,31,,85,22,98,,20,335,7,113,10,127,30,20,8,78%,290,286,262,24,92%,8%,$365800.00,1963,20%
2000220330038012,2000,38.01,2,220330038012,2988,2607,257,76,10,7,,,,1926,31,38684,34,838,15,108,40,446,103,92,,131,974,80,273,39,220,188,26,17,61%,1938,1697,263,1434,15%,85%,$388600.00,1983,8.4%
2000220330038013,2000,38.01,3,220330038013,2386,1208,1130,26,9,1,,,,1653,46.8,70408,60,594,29,98,,214,100,93,,105,762,37,135,10,265,178,12,20,57%,823,824,629,195,76%,24%,$173700.00,1975,9.4%
2000220330038021,2000,38.02,1,220330038021,812,711,85,9,1,1,,,,566,36.799999999999997,39228,71,251,43,77,8,36,16,,,107,271,53,29,19,30,18,7,8,64%,437,405,228,177,56%,44%,$92200.00,1968,12.9%
2000220330038022,2000,38.02,2,220330038022,796,749,34,0,2,5,,,,631,44.5,61989,22,283,19,44,19,109,7,63,,67,309,,81,20,93,21,20,7,74%,373,353,311,42,88%,12%,$157700.00,1967,0%
2000220330038023,2000,38.02,3,220330038023,1127,1027,73,15,5,3,,,,736,36.799999999999997,49034,30,298,19,48,28,115,10,48,,60,405,33,71,,146,75,20,,62%,646,591,271,320,46%,54%,$166400.00,1974,18.399999999999999%
2000220330038024,2000,38.02,4,220330038024,2609,2248,259,47,22,11,,,,1868,33.5,31784,141,793,40,156,17,340,62,37,,152,961,102,238,112,204,102,37,14,67%,1474,1386,503,883,36%,64%,$93500.00,1981,11.9%
2000220330038041,2000,38.04,1,220330038041,2099,2004,32,19,12,3,,,,1537,42.3,60083,186,725,33,162,8,177,110,49,,186,766,37,221,,230,86,6,,71%,820,855,667,188,78%,22%,$127600.00,1971,5%
2000220330038042,2000,38.04,2,220330038042,1103,967,104,21,3,1,,,,800,40,37321,38,322,9,53,,150,14,58,,108,380,18,62,23,92,67,,10,64%,709,600,262,338,44%,56%,$96800.00,1982,10.1%
2000220330038043,2000,38.04,3,220330038043,1392,1235,119,30,0,1,,,,1018,35.299999999999997,28750,47,318,8,71,,119,50,23,,130,573,39,115,18,198,46,27,,64%,854,760,320,440,42%,58%,$74000.00,1985,20.3%
2000220330038051,2000,38.05,1,220330038051,760,727,20,7,5,1,,,,523,35.9,51250,56,240,19,41,20,90,14,,,66,255,6,42,21,90,30,,,65%,359,343,230,113,67%,33%,$136900.00,1974,0%
2000220330038052,2000,38.05,2,220330038052,1802,1701,69,13,6,1,,,,1209,38.5,40323,85,513,58,76,19,209,53,13,,245,631,59,120,25,125,42,15,,63%,831,788,479,309,61%,39%,$104900.00,1975,8%
2000220330038053,2000,38.05,3,220330038053,2382,1551,665,94,43,5,,,,1446,28.3,44137,119,614,21,149,18,206,65,36,,117,689,53,192,48,187,49,35,8,55%,968,935,514,421,55%,45%,$180500.00,1995,9.800000000000001%
2000220330038054,2000,38.05,4,220330038054,594,505,67,13,7,1,,,,351,34.299999999999997,46296,21,153,,57,9,60,6,,,68,189,7,59,,32,23,,,58%,209,201,175,26,87%,13%,$98400.00,1978,0%
2000220330039031,2000,39.03,1,220330039031,873,816,34,14,0,3,,,,672,39.9,47500,102,228,8,38,,52,28,,,109,323,65,70,,39,33,7,,63%,406,359,314,45,87%,13%,$95100.00,1971,9.1%
2000220330039032,2000,39.03,2,220330039032,2301,1744,457,59,14,8,,,,1438,28.9,36656,146,756,45,201,37,277,31,19,,149,622,58,77,60,206,55,7,10,60%,1455,1309,238,1071,18%,82%,$94200.00,1985,13%
2000220330039033,2000,39.03,3,220330039033,955,547,379,15,2,0,,,,657,31.1,23407,114,240,35,39,,40,12,,,106,284,69,55,,25,29,,,55%,431,408,189,219,46%,54%,$84200.00,1971,9.4%
2000220330039034,2000,39.03,4,220330039034,2448,1569,711,101,14,5,,,,1487,29.6,35308,226,767,29,137,35,290,50,,,150,606,50,98,52,157,74,15,10,56%,1363,1313,205,1108,16%,84%,$115200.00,1981,14.3%
2000220330039041,2000,39.04,1,220330039041,1314,728,38,10,11,4,,,,1006,40.200000000000003,53600,45,342,6,110,7,96,68,10,,184,583,42,102,9,156,64,26,,70%,368,582,543,39,93%,7%,$115300.00,1985,0%
2000220330039042,2000,39.04,2,220330039042,805,1239,42,11,7,3,,,,644,43.8,65192,37,256,21,49,26,85,28,10,,116,343,41,75,7,78,26,,,74%,605,345,324,21,94%,6%,$111300.00,1986,0%
2000220330039043,2000,39.04,3,220330039043,3624,1390,2053,73,51,16,,,,1718,24.8,27370,198,712,81,200,62,144,17,10,,224,817,79,256,29,197,32,,,42%,1764,1678,173,1505,10%,90%,$83900.00,1977,18.2%
2000220330039061,2000,39.06,1,220330039061,1697,1482,119,73,1,4,,,,1181,38.4,58636,122,540,30,160,10,134,44,40,,145,594,31,167,18,164,32,37,,67%,732,750,622,128,83%,17%,$119000.00,1978,8.699999999999999%
2000220330039062,2000,39.06,2,220330039062,1175,1018,103,39,4,0,,,,682,34.6,61089,83,272,12,43,27,76,31,,,142,355,15,76,26,60,29,,7,53%,486,423,234,189,55%,45%,$129000.00,1978,10.8%
2000220330039063,2000,39.06,3,220330039063,4948,4351,310,198,31,8,,,,3252,35.9,73393,186,1497,129,327,79,528,209,39,,396,1632,85,331,107,511,130,64,8,63%,1801,1735,1351,384,78%,22%,$153900.00,1986,2%
2000220330039071,2000,39.07,1,220330039071,3232,2606,411,167,10,9,,,,2037,34.5,50304,170,852,50,199,44,247,135,7,,214,958,88,145,36,351,101,17,6,56%,1471,1358,690,668,51%,49%,$146000.00,1978,9.6%
2000220330039072,2000,39.07,2,220330039072,931,830,30,64,3,0,,,,717,51.5,71304,34,280,14,52,,142,23,15,,111,370,26,66,,125,28,7,7,70%,406,379,268,111,71%,29%,$223100.00,1985,12.5%
2000220330039073,2000,39.07,3,220330039073,1566,1310,191,21,19,6,,,,1096,30.7,40039,110,529,35,183,6,126,69,,,166,507,33,91,34,122,61,,,66%,923,839,314,525,37%,63%,$122300.00,1982,16.8%
2000220330039081,2000,39.08,1,220330039081,753,639,74,15,12,2,,,,493,37.1,43571,30,183,10,83,10,50,,,,94,246,,56,18,78,,,,57%,288,265,222,43,84%,16%,$105200.00,1977,40%
2000220330039082,2000,39.08,2,220330039082,1268,1174,73,18,0,0,,,,861,39.299999999999997,66250,63,318,,67,,146,25,17,,121,447,41,78,,118,66,8,15,60%,485,481,451,30,94%,6%,$123700.00,1978,10%
2000220330039083,2000,39.08,3,220330039083,816,779,19,1,6,3,,,,653,36.5,73536,9,335,10,40,23,188,53,12,,100,310,11,28,41,100,30,,,79%,345,327,318,9,97%,3%,$120100.00,1985,75%
2000220330040051,2000,40.05,1,220330040051,1291,877,349,28,20,3,,,,838,33.200000000000003,37386,50,334,21,86,24,97,56,,,97,419,36,114,30,124,11,7,,58%,778,563,353,210,63%,37%,$93400.00,1976,13.4%
2000220330040052,2000,40.05,2,220330040052,591,5,573,3,1,5,,,,331,35.6,33929,52,104,,32,,15,5,,,65,149,,22,17,32,13,,,43%,193,173,156,17,90%,10%,$74300.00,1976,0%
2000220330040053,2000,40.05,3,220330040053,616,2,603,5,0,0,,,,408,41,39868,20,88,,45,,,15,8,,43,185,9,36,,33,53,11,,44%,235,222,180,42,81%,19%,$78000.00,1972,16.7%
2000220330040054,2000,40.05,4,220330040054,2202,1080,1049,32,16,1,,,,1468,34.799999999999997,47031,82,677,52,148,7,246,89,53,,103,696,54,210,31,194,95,9,,62%,978,975,576,399,59%,41%,$98400.00,1993,10.8%
2000220330040055,2000,40.05,5,220330040055,736,435,260,16,9,1,,,,511,38.299999999999997,61176,59,213,17,77,,42,18,,,83,255,,52,,75,20,,25,64%,306,274,229,45,84%,16%,$86000.00,1973,7.1%
2000220330040061,2000,40.06,1,220330040061,1139,899,165,52,0,1,,,,758,38.4,91751,42,362,31,59,,136,69,25,,60,331,29,23,6,125,68,11,9,61%,446,374,325,49,87%,13%,$187300.00,1989,0%
2000220330040062,2000,40.06,2,220330040062,2283,2009,138,95,3,6,,,,1432,36.700000000000003,74583,40,553,,74,24,254,77,84,,78,772,78,102,42,257,158,36,21,58%,896,880,688,192,78%,22%,$213200.00,1992,9.699999999999999%
2000220330040063,2000,40.06,3,220330040063,2456,1782,563,62,14,6,,,,1660,35.799999999999997,68017,47,725,46,147,33,281,154,17,,65,815,24,200,63,305,121,21,16,63%,1037,995,735,260,74%,26%,$139000.00,1985,15.2%
2000220330040064,2000,40.06,4,220330040064,2118,1903,106,73,7,4,,,,1326,40.1,90225,54,566,18,80,7,239,105,63,,44,637,51,171,20,213,122,16,,57%,752,740,659,81,89%,11%,$194800.00,1979,15.4%
2000220330040071,2000,40.07,1,220330040071,2514,2197,105,81,78,3,,,,378,21.1,12131,25,188,,59,,84,20,,,5,135,,46,,19,54,11,,13%,1212,1153,75,1078,7%,93%,$90600.00,1991,9.1%
2000220330040072,2000,40.07,2,220330040072,1814,1403,224,102,34,7,,,,501,22.3,9562,42,210,,28,,59,70,11,,59,194,,49,17,69,,,,22%,1119,1064,16,1048,2%,98%,$32500.00,1977,12.9%
2000220330040073,2000,40.07,3,220330040073,1978,1526,164,156,55,3,,,,729,23.1,17115,12,421,,95,10,221,62,21,,13,211,,22,15,82,40,27,12,32%,1217,1087,83,1004,8%,92%,$91900.00,1975,5.8%
2000220330040074,2000,40.07,4,220330040074,4646,3857,357,303,52,2,,,,1900,22.3,37270,49,735,17,96,6,348,106,113,,53,878,40,121,31,404,156,35,38,35%,1836,1708,865,843,51%,49%,$198400.00,1988,8.6%
2000220330040091,2000,40.09,1,220330040091,556,325,186,25,10,3,,,,308,27.2,22212,26,112,24,39,,10,13,,,57,106,,21,,20,8,,,39%,287,228,133,95,58%,42%,$18400.00,1978,9.4%
2000220330040092,2000,40.09,2,220330040092,966,803,138,18,3,1,,,,645,38.5,122485,34,327,8,32,,161,54,38,,36,302,30,70,,123,17,19,7,65%,341,330,320,10,97%,3%,$296700.00,1996,0%
2000220330040093,2000,40.09,3,220330040093,2181,784,1278,47,13,5,,,,1070,26.8,32438,102,357,36,102,40,58,8,11,,210,570,37,111,19,154,31,,8,43%,798,745,401,344,54%,46%,$70000.00,1976,22.7%
2000220330040094,2000,40.09,4,220330040094,1071,1002,36,24,4,0,,,,737,38,126400,34,349,43,46,9,100,59,58,,45,372,27,47,9,195,24,25,,67%,358,364,345,19,95%,5%,$323400.00,1994,20%
2000220330040101,2000,40.10,1,220330040101,1636,1390,172,48,5,2,,,,1035,34.4,51075,94,424,23,114,36,118,39,,,154,575,8,136,40,165,55,9,8,61%,699,672,524,148,78%,22%,$91400.00,1974,12%
2000220330040102,2000,40.10,2,220330040102,3176,2817,206,88,19,6,,,,2036,35.5,78151,131,899,50,154,12,348,122,82,,154,1025,12,205,79,392,106,46,31,61%,1149,1122,1045,77,93%,7%,$181900.00,1987,13.8%
2000220330040111,2000,40.11,1,220330040111,1817,1361,354,37,34,3,,,,998,24.9,34850,73,444,18,137,6,169,27,14,,60,472,34,102,22,116,50,61,27,50%,820,809,415,394,51%,49%,$91100.00,1983,8.300000000000001%
2000220330040112,2000,40.11,2,220330040112,3284,535,2592,53,58,0,,,,1356,22.9,19558,165,479,36,100,21,101,8,48,,229,539,60,100,15,102,11,22,,31%,1383,1149,117,1032,10%,90%,$172100.00,1981,9.300000000000001%
2000220330040113,2000,40.11,3,220330040113,17,11,0,5,0,0,,,,,26.3,,,0,,,,,,,,,,,,,,,,,0%,8,,,,,,$0.00,0,0%
2000220330040121,2000,40.12,1,220330040121,847,747,67,10,14,0,,,,281,22.3,23607,64,172,,23,,41,35,9,,21,101,7,23,,50,,,,32%,403,365,46,319,13%,87%,$105600.00,1982,17.899999999999999%
2000220330040122,2000,40.12,2,220330040122,2337,664,1445,47,109,6,,,,1081,24.1,24087,160,341,31,95,,37,7,11,,192,543,49,83,35,128,36,20,,38%,992,928,170,758,18%,82%,$56300.00,1983,15%
2000220330040123,2000,40.12,3,220330040123,3291,865,2241,124,12,4,,,,1845,28,46438,160,698,31,170,35,187,106,9,,153,860,66,255,46,196,125,11,8,47%,1210,1105,834,271,75%,25%,$89400.00,1989,21.1%
2000220330040124,2000,40.12,4,220330040124,2164,2005,62,77,0,3,,,,1388,43.6,129133,34,603,,94,,263,115,97,,82,684,32,125,22,321,58,31,13,59%,762,729,691,38,95%,5%,$453300.00,1992,16.7%
2000220330042011,2000,42.01,1,220330042011,1104,436,642,2,7,7,,,,622,29.3,25511,121,191,,34,8,28,,,,47,287,64,133,,35,8,,,43%,406,387,271,116,70%,30%,$65900.00,1980,3.2%
2000220330042012,2000,42.01,2,220330042012,1235,239,988,1,0,0,,,,678,37.799999999999997,46250,106,222,23,29,,37,27,,,127,374,40,30,17,56,79,7,18,48%,493,393,382,11,97%,3%,$122400.00,1977,4.5%
2000220330042013,2000,42.01,3,220330042013,1278,47,1216,0,3,1,,,,810,29.8,19375,122,191,47,10,,12,,,,109,268,40,74,10,27,8,,,36%,450,446,311,135,70%,30%,$48700.00,1971,9.4%
2000220330042014,2000,42.01,4,220330042014,771,341,425,2,0,0,,,,391,33.299999999999997,29107,87,137,28,7,,15,,,,65,182,12,58,15,9,23,,,41%,331,275,221,54,80%,20%,$54200.00,1976,20.8%
2000220330042015,2000,42.01,5,220330042015,763,372,388,2,0,0,,,,517,41.6,32083,93,173,5,39,13,,23,,,99,187,55,20,,8,5,,,47%,257,237,131,106,55%,45%,$63300.00,1968,5.3%
2000220330042016,2000,42.01,6,220330042016,1034,72,949,0,5,5,,,,615,26.6,31875,24,144,14,45,17,44,,,,74,249,14,67,11,44,39,,,38%,343,338,216,122,64%,36%,$75200.00,1974,9.4%
2000220330042031,2000,42.03,1,220330042031,999,376,610,0,0,4,,,,537,34.4,40357,61,155,30,29,,29,6,,,131,288,17,92,,34,14,,,44%,384,327,280,47,86%,14%,$65500.00,1972,12.5%
2000220330042032,2000,42.03,2,220330042032,1199,912,271,1,2,0,,,,779,35.4,40917,184,325,36,57,,22,20,6,,218,328,18,52,6,27,7,,,54%,464,440,352,88,80%,20%,$71900.00,1963,19%
2000220330042033,2000,42.03,3,220330042033,1892,171,1700,9,3,2,,,,807,18.2,28542,125,250,14,73,9,24,5,,,95,259,28,63,,41,27,,5,27%,427,412,352,60,85%,15%,$59500.00,1980,8.6%
2000220330042041,2000,42.04,1,220330042041,1032,577,444,0,0,5,,,,615,28.4,33144,167,253,9,6,23,48,,,,127,229,27,53,12,10,,,,47%,420,377,218,159,58%,42%,$46700.00,1978,8.800000000000001%
